time1,sites,transects,year_intervals,time,times,groups,alphaD,alphaD2,spe_sta,spe_asy,alpha_sta
1,AQUE,6,4-year,2010-2013,Ante-heat,SESSILE INVERT,2.327277706,0.084088943,0.660371245,0.057271397,0.717642642
2,AQUE,1,4-year,2014-2017,Post-heat,SESSILE INVERT,2.351375257,0.397924011,-0.223204359,0.184906356,-0.038298003
2,AQUE,2,4-year,2014-2017,Post-heat,SESSILE INVERT,2.251291799,0.21157106,-0.475950372,0.011604023,-0.46434635
2,AQUE,3,4-year,2014-2017,Post-heat,SESSILE INVERT,2.047692843,0.729635011,-0.06453752,0.783565605,0.719028085
2,AQUE,4,4-year,2014-2017,Post-heat,SESSILE INVERT,2.224623552,0.905687485,-0.527144565,0.111965952,-0.415178613
2,AQUE,5,4-year,2014-2017,Post-heat,SESSILE INVERT,2.708050201,0.512622077,0.575829279,0.221289744,0.797119022
2,AQUE,6,4-year,2014-2017,Post-heat,SESSILE INVERT,2.251291799,0.075930591,0.325392684,0.036633912,0.362026595
1,AQUE,1,4-year,2010-2013,Ante-heat,FISH,1.504077397,0.956265814,-0.270685016,0.94667598,0.675990964
1,AQUE,2,4-year,2010-2013,Ante-heat,FISH,2.1102132,0.638278748,-0.562819593,0.38402119,-0.178798403
1,AQUE,3,4-year,2010-2013,Ante-heat,FISH,2.463853241,1.064020541,-0.137485965,0.790548013,0.653062047
1,AQUE,4,4-year,2010-2013,Ante-heat,FISH,2.079441542,0.799593173,-0.350768947,0.671656387,0.32088744
1,AQUE,5,4-year,2010-2013,Ante-heat,FISH,1.945910149,0.807309306,-0.385100121,0.741742671,0.35664255
1,AQUE,6,4-year,2010-2013,Ante-heat,FISH,2.277267285,1.449644233,-0.436062337,0.690093937,0.254031599
2,AQUE,1,4-year,2014-2017,Post-heat,FISH,1.609437912,0.924381702,-0.334957975,0.671574074,0.336616099
2,AQUE,2,4-year,2014-2017,Post-heat,FISH,2.014903021,1.036774687,-0.156786415,0.298741226,0.141954811
2,AQUE,3,4-year,2014-2017,Post-heat,FISH,1.658228077,0.701920384,-0.23684065,0.442145803,0.205305154
2,AQUE,4,4-year,2014-2017,Post-heat,FISH,1.658228077,0.929407834,-0.330523737,0.300665064,-0.029858673
2,AQUE,5,4-year,2014-2017,Post-heat,FISH,2.1690537,1.307708668,-0.5615542,0.170765031,-0.390789169
2,AQUE,6,4-year,2014-2017,Post-heat,FISH,1.178654996,0.303900414,-0.395132142,0.625304582,0.23017244
1,AQUE,1,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.48490665,0.666570584,0.158928445,0.628795685,0.787724129
1,AQUE,2,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.463853241,0.908530913,0.076505581,1.168055081,1.244560662
1,AQUE,3,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.463853241,0.628547603,-0.260072317,0.90289165,0.642819334
1,AQUE,4,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.327277706,0.65938886,0.380602198,0.610649618,0.991251816
1,AQUE,5,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.442347035,0.688943564,0.138063344,0.21962369,0.357687034
1,AQUE,6,4-year,2010-2013,Ante-heat,MOBILE INVERT,2.525728644,1.756979365,-0.014144707,0.429660384,0.415515678
2,AQUE,1,4-year,2014-2017,Post-heat,MOBILE INVERT,1.945910149,0.821414599,-0.279108807,0.090373549,-0.188735257
2,AQUE,2,4-year,2014-2017,Post-heat,MOBILE INVERT,2.1102132,0.877082214,0.071919289,0.488113657,0.560032946
2,AQUE,3,4-year,2014-2017,Post-heat,MOBILE INVERT,2.251291799,0.84432395,-0.088169082,0.847352253,0.759183172
2,AQUE,4,4-year,2014-2017,Post-heat,MOBILE INVERT,2.1102132,0.854338807,-0.185351318,0.347500844,0.162149527
2,AQUE,5,4-year,2014-2017,Post-heat,MOBILE INVERT,1.945910149,0.660498929,0.01071809,0.691970442,0.702688531
2,AQUE,6,4-year,2014-2017,Post-heat,MOBILE INVERT,1.871802177,0.988141346,-0.010847231,1.454190125,1.443342894
1,AQUE,1,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.224623552,1.168695344,-0.395858919,0.49633729,0.100478372
1,AQUE,2,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.48490665,1.025613506,-0.116268331,0.603998018,0.487729687
1,AQUE,3,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.251291799,0.490975243,0.71799403,0.839313837,1.557307867
1,AQUE,4,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,2.277267285,1.024527676,-0.2171207,0.692473553,0.475352853
1,AQUE,5,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,1.749199855,0.739750933,-0.515983012,0.520310495,0.004327483
1,AQUE,6,4-year,2010-2013,Ante-heat,UNDERSTORY ALGAE,1.704748092,0.440870027,-0.316412198,0.511816225,0.195404025
2,AQUE,1,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,1.832581464,0.664142974,-0.581208058,0.328944699,-0.252263359
2,AQUE,2,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.251291799,1.013126805,-0.040265481,0.801106213,0.760840733
2,AQUE,3,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.327277706,0.899824398,-0.276787923,0.796198656,0.519410733
2,AQUE,4,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,2.442347035,1.282220845,-0.229937674,0.615344323,0.385406649
2,AQUE,5,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,1.749199855,0.666844425,-0.428422892,0.136580256,-0.291842637
2,AQUE,6,4-year,2014-2017,Post-heat,UNDERSTORY ALGAE,1.871802177,0.525007472,-0.35711874,0.043695433,-0.313423307
1,AQUE,1,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.302585093,0.164074733,0.473485555,0.059767213,0.533252768
1,AQUE,2,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.501435952,0.171238317,0.494559416,0.076877804,0.571437221
1,AQUE,3,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.261763098,1.068374524,0.077258639,0.662334241,0.739592881
1,AQUE,4,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.517696473,0.95664219,-0.296867901,0.097919574,-0.198948327
1,AQUE,5,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.517696473,0.21889988,1.496262522,0.770508132,2.266770654
1,AQUE,6,5-year,2009-2013,Ante-heat,SESSILE INVERT,2.451005098,0.112426099,0.702934336,0.127229573,0.830163909
2,AQUE,1,5-year,2014-2018,Post-heat,SESSILE INVERT,2.397895273,0.37596423,-0.019896586,0.183156546,0.16325996
2,AQUE,2,5-year,2014-2018,Post-heat,SESSILE INVERT,2.197224577,0.208575128,-0.314352399,0.029786487,-0.284565913
2,AQUE,3,5-year,2014-2018,Post-heat,SESSILE INVERT,2.174751721,0.84150607,-0.099965436,0.932843936,0.8328785
2,AQUE,4,5-year,2014-2018,Post-heat,SESSILE INVERT,2.379546134,0.825154117,-0.255095256,0.128704195,-0.12639106
2,AQUE,5,5-year,2014-2018,Post-heat,SESSILE INVERT,2.694627181,0.504805498,0.34965641,0.151596622,0.501253033
2,AQUE,6,5-year,2014-2018,Post-heat,SESSILE INVERT,2.32238772,0.077144107,0.467859112,0.049688355,0.517547466
1,AQUE,1,5-year,2009-2013,Ante-heat,FISH,1.686398954,1.069394375,-0.349257311,1.184626324,0.835369012
1,AQUE,2,5-year,2009-2013,Ante-heat,FISH,2.128231706,0.645868368,-0.526490852,0.383322108,-0.143168744
1,AQUE,3,5-year,2009-2013,Ante-heat,FISH,2.451005098,0.827494795,-0.583725414,0.509849857,-0.073875556
1,AQUE,4,5-year,2009-2013,Ante-heat,FISH,2.219203484,0.863311621,-0.481159356,0.978563105,0.497403749
1,AQUE,5,5-year,2009-2013,Ante-heat,FISH,2.00148,0.801376602,-0.713867007,0.401626868,-0.312240139
1,AQUE,6,5-year,2009-2013,Ante-heat,FISH,2.32238772,1.229569831,-0.645965147,0.577111289,-0.068853857
2,AQUE,1,5-year,2014-2018,Post-heat,FISH,1.386294361,0.924381702,-0.484199732,0.531232337,0.047032605
2,AQUE,2,5-year,2014-2018,Post-heat,FISH,1.791759469,1.036774687,-0.333150805,0.244191473,-0.088959331
2,AQUE,3,5-year,2014-2018,Post-heat,FISH,1.757857918,0.646058629,-0.338138331,0.583582913,0.245444584
2,AQUE,4,5-year,2014-2018,Post-heat,FISH,1.757857918,0.978353844,-0.598105873,0.426294282,-0.17181159
2,AQUE,5,5-year,2014-2018,Post-heat,FISH,2.128231706,1.237226103,-0.53097595,0.282705894,-0.248270056
2,AQUE,6,5-year,2014-2018,Post-heat,FISH,0.955511445,0.303900414,-0.53346918,0.508108161,-0.025361019
1,AQUE,1,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.501435952,0.772605526,0.051807805,0.493424804,0.545232608
1,AQUE,2,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.468099531,0.869518835,0.102961142,0.556238956,0.659200097
1,AQUE,3,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.415913778,0.712237091,-0.363231232,0.699466952,0.336235719
1,AQUE,4,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.32238772,0.684379256,0.209582439,0.457728941,0.66731138
1,AQUE,5,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.451005098,0.790025028,0.126413031,0.303695275,0.430108306
1,AQUE,6,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.468099531,1.717598139,-0.053625918,0.438730418,0.3851045
2,AQUE,1,5-year,2014-2018,Post-heat,MOBILE INVERT,1.974081026,0.851886838,-0.257707797,0.138012342,-0.119695454
2,AQUE,2,5-year,2014-2018,Post-heat,MOBILE INVERT,2.054123734,0.87153996,0.117484011,0.568386638,0.685870649
2,AQUE,3,5-year,2014-2018,Post-heat,MOBILE INVERT,2.282382386,0.877440015,0.042158792,0.826357274,0.868516066
2,AQUE,4,5-year,2014-2018,Post-heat,MOBILE INVERT,2.151762203,0.867442604,-0.188015797,0.496327057,0.30831126
2,AQUE,5,5-year,2014-2018,Post-heat,MOBILE INVERT,2.00148,0.787493598,-0.195634955,0.872630094,0.676995139
2,AQUE,6,5-year,2014-2018,Post-heat,MOBILE INVERT,1.85629799,1.045307492,-0.062740962,1.104685214,1.041944253
1,AQUE,1,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.302585093,1.264745837,-0.503930642,0.749020925,0.245090283
1,AQUE,2,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.433613355,0.983861291,-0.278286879,0.781996898,0.503710019
1,AQUE,3,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.219203484,0.474574227,0.751733465,0.848935336,1.600668801
1,AQUE,4,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.341805806,1.07926593,-0.231890946,0.774653654,0.542762708
1,AQUE,5,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.824549292,0.817630055,-0.615194666,0.52996624,-0.085228427
1,AQUE,6,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.824549292,0.580889713,-0.427762139,0.554276508,0.126514368
2,AQUE,1,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,1.85629799,0.769723733,-0.606483602,0.419514488,-0.186969115
2,AQUE,2,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.151762203,1.046721545,-0.105146253,0.74832392,0.643177666
2,AQUE,3,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.32238772,0.970699821,-0.326089196,0.722237894,0.396148697
2,AQUE,4,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.360854001,1.347395803,-0.338144425,0.521518059,0.183373634
2,AQUE,5,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,1.722766598,0.771729366,-0.531236152,0.172805204,-0.358430949
2,AQUE,6,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,1.791759469,0.587431524,-0.479064057,0.047755863,-0.431308194
1,AQUE,1,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.367123614,0.180922407,0.585224443,0.079505375,0.664729817
1,AQUE,2,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.512305624,0.187319946,0.497349813,0.078254457,0.57560427
1,AQUE,3,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.233592221,1.099276687,-0.016451758,0.541920877,0.52546912
1,AQUE,4,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.564949357,1.076706599,-0.399058793,0.118731995,-0.280326798
1,AQUE,5,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.650891787,0.294734242,0.815316218,0.63047999,1.445796208
1,AQUE,6,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.427748236,0.106862757,0.760819414,0.127748669,0.888568084
2,AQUE,1,6-year,2014-2019,Post-heat,SESSILE INVERT,2.3826278,0.34553847,0.041957419,0.090947272,0.13290469
2,AQUE,2,6-year,2014-2019,Post-heat,SESSILE INVERT,2.178532444,0.223903271,-0.272119889,0.03958364,-0.23253625
2,AQUE,3,6-year,2014-2019,Post-heat,SESSILE INVERT,2.178532444,0.861154926,-0.028676597,0.985552615,0.956876017
2,AQUE,4,6-year,2014-2019,Post-heat,SESSILE INVERT,2.3826278,0.759351691,-0.091378457,0.122179818,0.03080136
2,AQUE,5,6-year,2014-2019,Post-heat,SESSILE INVERT,2.772588722,0.539614381,-0.054183197,0.055534569,0.001351372
2,AQUE,6,6-year,2014-2019,Post-heat,SESSILE INVERT,2.351375257,0.066269877,0.475741562,0.049808626,0.525550188
1,AQUE,1,6-year,2008-2013,Ante-heat,FISH,1.791759469,1.129817947,-0.410800297,1.367223684,0.956423386
1,AQUE,2,6-year,2008-2013,Ante-heat,FISH,2.178532444,0.690838875,-0.571020961,0.416239459,-0.154781503
1,AQUE,3,6-year,2008-2013,Ante-heat,FISH,2.41293315,0.924800197,-0.65765821,0.483779674,-0.173878536
1,AQUE,4,6-year,2008-2013,Ante-heat,FISH,2.197224577,0.881604818,-0.553259792,1.114564451,0.561304659
1,AQUE,5,6-year,2008-2013,Ante-heat,FISH,1.992430165,0.859571719,-0.764316578,0.449616916,-0.314699661
1,AQUE,6,6-year,2008-2013,Ante-heat,FISH,2.268683541,1.243802229,-0.685162319,0.730355871,0.045193552
2,AQUE,1,6-year,2014-2019,Post-heat,FISH,1.386294361,0.777072267,-0.803684953,0.074044115,-0.729640837
2,AQUE,2,6-year,2014-2019,Post-heat,FISH,1.763588592,0.762868987,-0.816100504,0.110721067,-0.705379436
2,AQUE,3,6-year,2014-2019,Post-heat,FISH,1.704748092,0.679527852,-0.443596628,0.719100523,0.275503896
2,AQUE,4,6-year,2014-2019,Post-heat,FISH,1.791759469,1.013264064,-0.510966505,0.53597376,0.025007254
2,AQUE,5,6-year,2014-2019,Post-heat,FISH,2.140066163,1.28562247,-0.457630744,0.357546389,-0.100084356
2,AQUE,6,6-year,2014-2019,Post-heat,FISH,1.041453875,0.351239089,-0.787653767,0.052120014,-0.735533753
1,AQUE,1,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.498699972,0.87005122,-0.009793479,0.457997876,0.448204398
1,AQUE,2,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.41293315,0.907574379,0.133572884,0.549455314,0.683028199
1,AQUE,3,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.427748236,0.836908872,-0.424943545,0.782859706,0.357916161
1,AQUE,4,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.319114395,0.801534799,0.01096575,0.378086399,0.389052149
1,AQUE,5,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.456735773,0.890699704,0.017362876,0.27509344,0.292456317
1,AQUE,6,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.397895273,1.656175278,-0.093814341,0.457661913,0.363847573
2,AQUE,1,6-year,2014-2019,Post-heat,MOBILE INVERT,1.897119985,0.896296467,-0.278379755,0.143239564,-0.135140191
2,AQUE,2,6-year,2014-2019,Post-heat,MOBILE INVERT,1.992430165,0.835496124,0.079848029,0.729967787,0.809815816
2,AQUE,3,6-year,2014-2019,Post-heat,MOBILE INVERT,2.319114395,0.888832111,0.054948,0.936713584,0.991661584
2,AQUE,4,6-year,2014-2019,Post-heat,MOBILE INVERT,2.159484249,0.891734849,-0.204318227,0.622575553,0.418257326
2,AQUE,5,6-year,2014-2019,Post-heat,MOBILE INVERT,2.100060829,0.890286563,-0.050797127,0.752938473,0.702141346
2,AQUE,6,6-year,2014-2019,Post-heat,MOBILE INVERT,1.921812597,1.113673414,-0.11378323,0.485669277,0.371886047
1,AQUE,1,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.319114395,1.23383366,-0.406822994,0.758217462,0.351394469
1,AQUE,2,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.427748236,0.967400269,-0.282709727,0.622941302,0.340231576
1,AQUE,3,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.178532444,0.487719282,0.178651188,1.41846951,1.597120699
1,AQUE,4,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.302585093,1.073914979,-0.245112911,0.795172857,0.550059946
1,AQUE,5,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.734601055,0.74265202,-0.706741835,0.485295101,-0.221446734
1,AQUE,6,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.791759469,0.645952273,-0.490116243,0.514947641,0.024831399
2,AQUE,1,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,1.969440647,0.849609744,-0.572884305,0.555297546,-0.017586758
2,AQUE,2,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.159484249,1.088435838,-0.094349653,0.754312217,0.659962565
2,AQUE,3,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.302585093,1.068388466,-0.428554197,0.656335085,0.227780888
2,AQUE,4,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.351375257,1.344217296,-0.253975959,0.584668584,0.330692626
2,AQUE,5,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,1.704748092,0.756894137,-0.513945363,0.178259827,-0.335685535
2,AQUE,6,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,1.921812597,0.534525568,-0.27260004,0.089521965,-0.183078075
1,AQUE,1,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.436116486,0.175050434,0.603626425,0.080257917,0.683884342
1,AQUE,2,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.607966742,0.174506677,0.572660109,0.086302749,0.658962858
1,AQUE,3,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.181224236,1.054757366,-0.047163144,0.679034788,0.631871644
1,AQUE,4,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.564949357,1.062220646,-0.243956574,0.14950075,-0.094455823
1,AQUE,5,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.63905733,0.333934475,0.519083188,0.720516145,1.239599333
1,AQUE,6,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.472930459,0.104055574,0.85064269,0.137479307,0.988121997
2,AQUE,1,7-year,2014-2020,Post-heat,SESSILE INVERT,2.302585093,0.314398172,0.168394888,0.083970344,0.252365232
2,AQUE,2,7-year,2014-2020,Post-heat,SESSILE INVERT,2.181224236,0.265064666,-0.235178072,0.08795546,-0.147222611
2,AQUE,3,7-year,2014-2020,Post-heat,SESSILE INVERT,2.197224577,0.925909817,-0.077203516,1.037357014,0.960153497
2,AQUE,4,7-year,2014-2020,Post-heat,SESSILE INVERT,2.472930459,0.804703156,-0.133556024,0.170656275,0.03710025
2,AQUE,5,7-year,2014-2020,Post-heat,SESSILE INVERT,2.781477669,0.522301424,-0.032181973,0.088905315,0.056723342
2,AQUE,6,7-year,2014-2020,Post-heat,SESSILE INVERT,2.371577964,0.078344198,0.508289248,0.070660204,0.578949452
1,AQUE,1,7-year,2007-2013,Ante-heat,FISH,1.815289967,0.918461116,-0.715793105,0.574295534,-0.141497572
1,AQUE,2,7-year,2007-2013,Ante-heat,FISH,2.131627295,0.758252168,-0.629722466,0.407375424,-0.222347042
1,AQUE,3,7-year,2007-2013,Ante-heat,FISH,2.410798677,1.002697963,-0.719587701,0.474728397,-0.244859303
1,AQUE,4,7-year,2007-2013,Ante-heat,FISH,2.288196356,0.712738003,-0.947728678,0.048185007,-0.899543672
1,AQUE,5,7-year,2007-2013,Ante-heat,FISH,1.945910149,0.873434261,-0.833478937,0.500536077,-0.332942859
1,AQUE,6,7-year,2007-2013,Ante-heat,FISH,2.243744593,1.290478472,-0.71175451,0.736599059,0.024844548
2,AQUE,1,7-year,2014-2020,Post-heat,FISH,1.386294361,0.613183281,-0.942422684,0.211598551,-0.730824134
2,AQUE,2,7-year,2014-2020,Post-heat,FISH,1.767661918,0.819079703,-0.87001357,0.122556366,-0.747457204
2,AQUE,3,7-year,2014-2020,Post-heat,FISH,1.609437912,0.560494358,-0.530768021,0.63654553,0.105777509
2,AQUE,4,7-year,2014-2020,Post-heat,FISH,1.882731247,0.808983537,-0.935678386,0.045080755,-0.89059763
2,AQUE,5,7-year,2014-2020,Post-heat,FISH,2.131627295,1.153421841,-0.498597542,0.543963819,0.045366277
2,AQUE,6,7-year,2014-2020,Post-heat,FISH,1.312186389,0.480915194,-0.699333688,0.152901064,-0.546432622
1,AQUE,1,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.472930459,0.938799181,-0.099101284,0.420269724,0.321168439
1,AQUE,2,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.397895273,0.964245522,0.090850345,0.532727426,0.623577772
1,AQUE,3,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.33075597,0.857842207,-0.49044814,0.730144088,0.239695948
1,AQUE,4,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.33075597,0.766863148,-0.244960716,0.687292563,0.442331848
1,AQUE,5,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.423537704,0.96330764,-0.104131507,0.245020787,0.14088928
1,AQUE,6,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.384823191,1.571343275,-0.146067793,0.504704833,0.358637039
2,AQUE,1,7-year,2014-2020,Post-heat,MOBILE INVERT,1.860752341,0.846865693,-0.302997086,0.176003054,-0.126994032
2,AQUE,2,7-year,2014-2020,Post-heat,MOBILE INVERT,1.985915484,0.84535675,0.112610208,0.754230674,0.866840882
2,AQUE,3,7-year,2014-2020,Post-heat,MOBILE INVERT,2.25878247,0.914215296,0.038230721,1.033728396,1.071959118
2,AQUE,4,7-year,2014-2020,Post-heat,MOBILE INVERT,2.181224236,0.9276228,-0.174143509,0.706393653,0.532250143
2,AQUE,5,7-year,2014-2020,Post-heat,MOBILE INVERT,2.164963715,0.972327136,-0.008455266,0.804152143,0.795696877
2,AQUE,6,7-year,2014-2020,Post-heat,MOBILE INVERT,1.925290862,1.10430159,-0.262957022,0.45040354,0.187446518
1,AQUE,1,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,2.243744593,1.059965416,-0.396198298,0.803641284,0.407442985
1,AQUE,2,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,2.358154944,0.84364895,-0.332875013,0.582974039,0.250099027
1,AQUE,3,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,2.148434413,0.555705773,0.032467608,0.940622768,0.973090377
1,AQUE,4,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,2.302585093,1.090353614,-0.255955309,0.819633433,0.563678124
1,AQUE,5,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,1.637608789,0.622096247,-0.772389347,0.464330331,-0.308059015
1,AQUE,6,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,1.691676011,0.616466186,-0.586031364,0.489867108,-0.096164256
2,AQUE,1,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,1.966112856,0.855608338,-0.566032001,0.665352263,0.099320262
2,AQUE,2,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.148434413,1.057859138,-0.211790129,0.849754429,0.6379643
2,AQUE,3,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.228477121,1.079723006,-0.512167036,0.584565368,0.072398332
2,AQUE,4,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.243744593,1.161654733,-0.366017963,0.50415125,0.138133286
2,AQUE,5,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,1.609437912,0.734239711,-0.601031751,0.169380325,-0.431651425
2,AQUE,6,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,1.815289967,0.52576657,-0.387009455,0.11705143,-0.269958025
1,BULL,1,3-year,2011-2013,Ante-heat,SESSILE INVERT,2.079441542,0.537994823,0.55333598,0.011775553,0.565111533
1,BULL,2,3-year,2011-2013,Ante-heat,SESSILE INVERT,2.036881927,0.059495125,0.734328954,0.023522897,0.75785185
1,BULL,3,3-year,2011-2013,Ante-heat,SESSILE INVERT,1.791759469,0.036398988,0.262745709,0.006111702,0.268857411
2,BULL,1,3-year,2014-2016,Post-heat,SESSILE INVERT,1.84582669,0.511249855,0.579630473,0.285515383,0.865145856
2,BULL,2,3-year,2014-2016,Post-heat,SESSILE INVERT,1.791759469,0.254109145,0.852580115,0.122899645,0.97547976
2,BULL,3,3-year,2014-2016,Post-heat,SESSILE INVERT,1.299282984,0.097963559,0.586386147,0.068736377,0.655122525
1,BULL,1,3-year,2011-2013,Ante-heat,FISH,0.287682072,0.41321753,-0.549306145,0.68836415,0.139058006
1,BULL,2,3-year,2011-2013,Ante-heat,FISH,0.980829253,0.860767323,-0.549306145,0.691792243,0.142486098
1,BULL,3,3-year,2011-2013,Ante-heat,FISH,0.510825624,0.090167714,-0.549306145,0.345266593,-0.204039552
2,BULL,1,3-year,2014-2016,Post-heat,FISH,1.386294361,0.590155745,-0.451455289,0.253646947,-0.197808342
2,BULL,2,3-year,2014-2016,Post-heat,FISH,1.203972804,0.728058518,-0.283134565,0.180289327,-0.102845238
